record_no,iso_code,country,population,year,co2,co2_per_capita,co2_per_gdp,co2_growth_prct,consumption_co2,consumption_co2_per_capita,share_global_co2
1159,LKA,Sri Lanka,20124000.0,2009,12.943,0.643,0.085,7.972,19.826,0.985,0.041
1160,LKA,Sri Lanka,20262000.0,2010,13.05,0.644,0.076,0.825,21.105,1.042,0.039
1161,LKA,Sri Lanka,20398000.0,2011,14.887,0.73,0.076,14.071,25.908,1.27,0.044
1162,LKA,Sri Lanka,20533000.0,2012,15.798,0.769,0.075,6.122000000000001,27.719,1.35,0.045
1163,SDN,Sudan,32361000.0,2007,12.905,0.399,0.117,17.49,,,0.041
1164,SDN,Sudan,33061000.0,2008,13.634,0.412,0.114,5.652,,,0.043
1165,SDN,Sudan,33784000.0,2009,14.189,0.42,0.113,4.069,,,0.045
1166,SDN,Sudan,34545000.0,2010,14.398,0.417,0.104,1.471,,,0.043
1167,SDN,Sudan,35350000.0,2011,14.017,0.397,0.092,-2.644,,,0.041
1168,SDN,Sudan,36194000.0,2012,14.539,0.402,0.119,3.723,,,0.042
1169,SUR,Suriname,511000.0,2007,1.757,3.438,,1.024,,,0.006
1170,SUR,Suriname,517000.0,2008,1.936,3.744,,10.179,,,0.006
1171,SUR,Suriname,523000.0,2009,1.995,3.815,,3.0810000000000004,,,0.006
1172,SUR,Suriname,529000.0,2010,2.395,4.5280000000000005,,20.047,,,0.006999999999999999
1173,SUR,Suriname,535000.0,2011,2.18,4.074,,-9.007,,,0.006
1174,SUR,Suriname,541000.0,2012,2.636,4.873,,20.957,,,0.008
1175,SWE,Sweden,9163000.0,2007,52.941,5.778,0.13699999999999998,-1.366,91.113,9.944,0.16899999999999998
1176,SWE,Sweden,9236000.0,2008,50.856,5.506,0.13,-3.938,87.46,9.469,0.159
1177,SWE,Sweden,9313000.0,2009,47.231,5.072,0.126,-7.127999999999999,74.468,7.996,0.15
1178,SWE,Sweden,9390000.0,2010,53.042,5.649,0.135,12.304,86.229,9.183,0.16
1179,SWE,Sweden,9467000.0,2011,49.167,5.194,0.124,-7.306,82.663,8.732000000000001,0.14400000000000002
1180,SWE,Sweden,9543000.0,2012,46.692,4.893,0.115,-5.034,78.31,8.206,0.134
1181,CHE,Switzerland,7537000.0,2007,43.368,5.754,0.107,-4.42,115.62,15.34,0.139
1182,CHE,Switzerland,7623000.0,2008,44.714,5.8660000000000005,0.105,3.104,118.538,15.55,0.14
1183,CHE,Switzerland,7714000.0,2009,43.535,5.644,0.102,-2.638,110.346,14.305,0.138
1184,CHE,Switzerland,7809000.0,2010,45.05,5.769,0.104,3.48,109.404,14.01,0.136
1185,CHE,Switzerland,7907000.0,2011,40.986,5.183,0.087,-9.021,121.488,15.365,0.12
1186,CHE,Switzerland,8008000.0,2012,42.255,5.277,0.085,3.097,114.564,14.306,0.122
1187,SYR,Syria,19878000.0,2007,65.718,3.306,0.6509999999999999,24.372,,,0.21
1188,SYR,Syria,20664000.0,2008,66.877,3.236,0.625,1.763,,,0.209
1189,SYR,Syria,21206000.0,2009,61.562,2.903,0.581,-7.947999999999999,,,0.196
1190,SYR,Syria,21363000.0,2010,60.716,2.842,0.515,-1.374,,,0.183
1191,SYR,Syria,21082000.0,2011,56.139,2.6630000000000003,0.46,-7.5379999999999985,,,0.16399999999999998
1192,SYR,Syria,20439000.0,2012,43.79,2.142,0.429,-21.998,,,0.126
1193,TWN,Taiwan,22927000.0,2007,273.73400000000004,11.939,0.319,9.949,279.92400000000004,12.209,0.875
1194,TWN,Taiwan,23019000.0,2008,260.073,11.298,0.319,-4.9910000000000005,266.068,11.559,0.8140000000000001
1195,TWN,Taiwan,23105000.0,2009,246.907,10.686,0.309,-5.062,240.615,10.414,0.785
1196,TWN,Taiwan,23188000.0,2010,264.82,11.421,0.306,7.255,272.798,11.765,0.799
1197,TWN,Taiwan,23269000.0,2011,266.485,11.452,0.301,0.629,266.138,11.437,0.779
1198,TWN,Taiwan,23347000.0,2012,255.477,10.943,0.287,-4.131,264.319,11.321,0.735
1199,TJK,Tajikistan,7063000.0,2007,3.204,0.454,0.192,21.645,,,0.01
1200,TJK,Tajikistan,7210000.0,2008,2.882,0.4,0.145,-10.069,,,0.009000000000000001
1201,TJK,Tajikistan,7365000.0,2009,2.431,0.33,0.128,-15.638,,,0.008
1202,TJK,Tajikistan,7527000.0,2010,2.51,0.334,0.116,3.266,,,0.008
1203,TJK,Tajikistan,7698000.0,2011,2.316,0.301,0.098,-7.73,,,0.006999999999999999
1204,TJK,Tajikistan,7875000.0,2012,2.904,0.369,0.116,25.373,,,0.008
1205,TZA,Tanzania,40681000.0,2007,5.71,0.14,0.079,-2.869,9.058,0.223,0.018000000000000002
1206,TZA,Tanzania,41854000.0,2008,5.915,0.141,0.076,3.592,10.989,0.263,0.019
1207,TZA,Tanzania,43074000.0,2009,5.771,0.134,0.07200000000000001,-2.444,10.739,0.249,0.018000000000000002
1208,TZA,Tanzania,44347000.0,2010,6.925,0.156,0.077,19.998,11.698,0.264,0.021
1209,TZA,Tanzania,45674000.0,2011,7.752000000000002,0.17,0.075,11.945,14.287,0.313,0.023
1210,TZA,Tanzania,47053000.0,2012,9.062,0.193,0.087,16.899,16.804000000000002,0.35700000000000004,0.026
1211,THA,Thailand,66182000.0,2007,230.762,3.487,0.329,1.337,216.047,3.264,0.737
1212,THA,Thailand,66531000.0,2008,228.116,3.429,0.308,-1.146,226.007,3.397,0.7140000000000001
1213,THA,Thailand,66867000.0,2009,243.279,3.638,0.333,6.647,225.238,3.3680000000000003,0.773
1214,THA,Thailand,67195000.0,2010,256.422,3.816,0.31,5.402,249.572,3.714,0.774
1215,THA,Thailand,67518000.0,2011,253.801,3.759,0.289,-1.022,257.084,3.808,0.742
1216,THA,Thailand,67836000.0,2012,270.175,3.983,0.282,6.4510000000000005,276.887,4.082,0.777
1217,TLS,Timor,1036000.0,2007,0.183,0.177,,2.041,,,0.001
1218,TLS,Timor,1055000.0,2008,0.202,0.191,,10.0,,,0.001
1219,TLS,Timor,1074000.0,2009,0.227,0.212,,12.727,,,0.001
1220,TLS,Timor,1094000.0,2010,0.234,0.214,,3.2260000000000004,,,0.001
1221,TLS,Timor,1113000.0,2011,0.245,0.221,,4.688,,,0.001
1222,TLS,Timor,1133000.0,2012,0.293,0.259,,19.403,,,0.001
1223,TGO,Togo,5920000.0,2007,1.517,0.256,0.223,1.083,4.738,0.8,0.005
1224,TGO,Togo,6083000.0,2008,1.523,0.25,0.219,0.397,3.953,0.65,0.005
1225,TGO,Togo,6251000.0,2009,2.741,0.438,0.36,79.98899999999998,4.343,0.695,0.009000000000000001
1226,TGO,Togo,6422000.0,2010,2.596,0.404,0.32,-5.295,4.654,0.725,0.008
1227,TGO,Togo,6596000.0,2011,2.504,0.38,0.301,-3.536,4.562,0.6920000000000001,0.006999999999999999
1228,TGO,Togo,6774000.0,2012,2.216,0.327,0.257,-11.514,8.243,1.217,0.006
1229,TON,Tonga,103000.0,2007,0.114,1.103,,-11.429,,,0.0
1230,TON,Tonga,103000.0,2008,0.121,1.1740000000000002,,6.452000000000001,,,0.0
1231,TON,Tonga,104000.0,2009,0.132,1.268,,9.091,,,0.0
1232,TON,Tonga,104000.0,2010,0.117,1.127,,-11.111,,,0.0
1233,TON,Tonga,104000.0,2011,0.103,0.986,,-12.5,,,0.0
1234,TON,Tonga,103000.0,2012,0.106,1.032,,3.571,,,0.0
1235,TTO,Trinidad and Tobago,1308000.0,2007,45.236,34.584,1.311,6.652,19.597,14.983,0.145
1236,TTO,Trinidad and Tobago,1314000.0,2008,44.095,33.558,1.086,-2.522,19.944000000000006,15.178,0.138
1237,TTO,Trinidad and Tobago,1321000.0,2009,44.219,33.474000000000004,1.569,0.282,29.45,22.294,0.141
1238,TTO,Trinidad and Tobago,1328000.0,2010,46.959,35.36,1.487,6.195,28.407,21.391,0.142
1239,TTO,Trinidad and Tobago,1336000.0,2011,46.679,34.939,1.279,-0.596,23.752,17.778,0.136
1240,TTO,Trinidad and Tobago,1345000.0,2012,45.556,33.871,1.224,-2.405,24.16,17.963,0.131
1241,TUN,Tunisia,10305000.0,2007,23.684,2.298,0.241,4.7860000000000005,21.767,2.112,0.076
1242,TUN,Tunisia,10414000.0,2008,24.333,2.337,0.234,2.74,24.124,2.317,0.076
1243,TUN,Tunisia,10526000.0,2009,24.322,2.311,0.227,-0.049,23.395,2.2230000000000003,0.077
1244,TUN,Tunisia,10635000.0,2010,27.103,2.548,0.24,11.434,25.502,2.398,0.08199999999999999
1245,TUN,Tunisia,10742000.0,2011,25.524,2.376,0.23,-5.823,24.493,2.28,0.075
1246,TUN,Tunisia,10847000.0,2012,26.306,2.425,0.229,3.064,23.92,2.205,0.076
1247,TUR,Turkey,69582000.0,2007,312.737,4.495,0.29,11.038,363.976,5.231,0.999
1248,TUR,Turkey,70419000.0,2008,309.321,4.393,0.269,-1.092,359.199,5.101,0.968
1249,TUR,Turkey,71321000.0,2009,315.36,4.422,0.279,1.952,336.202,4.714,1.002
1250,TUR,Turkey,72327000.0,2010,314.38,4.347,0.252,-0.311,365.628,5.055,0.949
1251,TUR,Turkey,73443000.0,2011,339.482,4.622,0.242,7.985,388.017,5.283,0.992
1252,TUR,Turkey,74651000.0,2012,353.666,4.738,0.237,4.178,395.913,5.3039999999999985,1.017
1253,TKM,Turkmenistan,4870000.0,2007,55.89,11.476,1.163,13.202,,,0.179
1254,TKM,Turkmenistan,4936000.0,2008,56.666,11.48,1.119,1.388,,,0.177
1255,TKM,Turkmenistan,5008000.0,2009,50.17100000000001,10.018,0.6459999999999999,-11.462,,,0.159
1256,TKM,Turkmenistan,5087000.0,2010,57.109,11.226,0.705,13.829,,,0.172
1257,TKM,Turkmenistan,5174000.0,2011,62.182,12.018,0.753,8.884,,,0.182
1258,TKM,Turkmenistan,5268000.0,2012,64.533,12.25,0.746,3.78,,,0.18600000000000005
1259,TCA,Turks and Caicos Islands,30000.0,2007,0.165,5.496,,15.385,,,0.001
1260,TCA,Turks and Caicos Islands,31000.0,2008,0.172,5.555,,4.444,,,0.001
1261,TCA,Turks and Caicos Islands,32000.0,2009,0.18,5.61,,4.255,,,0.001
1262,TCA,Turks and Caicos Islands,33000.0,2010,0.183,5.5520000000000005,,2.041,,,0.001
1263,TCA,Turks and Caicos Islands,33000.0,2011,0.183,5.5520000000000005,,,,,0.001
1264,TCA,Turks and Caicos Islands,34000.0,2012,0.183,5.388,,,,,0.001
1265,TUV,Tuvalu,10000.0,2007,0.011,1.099,,50.0,,,0.0
1266,TUV,Tuvalu,10000.0,2008,0.011,1.099,,,,,0.0
1267,TUV,Tuvalu,10000.0,2009,0.011,1.099,,,,,0.0
1268,TUV,Tuvalu,11000.0,2010,0.006999999999999999,0.6659999999999999,,-33.333,,,0.0
1269,TUV,Tuvalu,11000.0,2011,0.006999999999999999,0.6659999999999999,,,,,0.0
1270,TUV,Tuvalu,11000.0,2012,0.011,0.999,,50.0,,,0.0
1271,UGA,Uganda,29486000.0,2007,2.71,0.092,0.062,13.703,4.414,0.15,0.009000000000000001
1272,UGA,Uganda,30432000.0,2008,2.78,0.091,0.058,2.569,4.835,0.159,0.009000000000000001
1273,UGA,Uganda,31411000.0,2009,3.0,0.096,0.055,7.921,5.477,0.174,0.01
1274,UGA,Uganda,32428000.0,2010,3.57,0.11,0.061,18.995,5.984,0.185,0.011
1275,UGA,Uganda,33477000.0,2011,3.824,0.114,0.059,7.127999999999999,6.218,0.18600000000000005,0.011
1276,UGA,Uganda,34559000.0,2012,3.627,0.105,0.055,-5.154,6.424,0.18600000000000005,0.01
1277,UKR,Ukraine,46366000.0,2007,336.3640000000001,7.255,0.7659999999999999,1.11,274.135,5.912000000000001,1.075
1278,UKR,Ukraine,46159000.0,2008,325.533,7.0520000000000005,0.688,-3.22,275.486,5.968,1.019
1279,UKR,Ukraine,45971000.0,2009,277.29400000000004,6.032,0.688,-14.819,234.741,5.106,0.8809999999999999
1280,UKR,Ukraine,45792000.0,2010,294.078,6.4220000000000015,0.695,6.053,244.776,5.345,0.888
1281,UKR,Ukraine,45620000.0,2011,307.953,6.75,0.654,4.718,261.569,5.734,0.9
1282,UKR,Ukraine,45454000.0,2012,303.953,6.687,0.622,-1.2990000000000002,261.75,5.759,0.8740000000000001
1283,ARE,United Arab Emirates,6169000.0,2007,133.264,21.602,0.247,9.468,203.843,33.043,0.426
1284,ARE,United Arab Emirates,7089000.0,2008,153.969,21.719,0.264,15.537,245.73,34.664,0.482
1285,ARE,United Arab Emirates,7917000.0,2009,165.5,20.904,0.336,7.49,195.271,24.665,0.526
1286,ARE,United Arab Emirates,8550000.0,2010,155.977,18.243,0.317,-5.754,194.227,22.717,0.471
1287,ARE,United Arab Emirates,8947000.0,2011,169.175,18.909,0.294,8.461,212.541,23.756,0.495
1288,ARE,United Arab Emirates,9142000.0,2012,217.362,23.776,0.363,28.483,227.672,24.904,0.625
1289,GBR,United Kingdom,61455000.0,2007,559.249,9.1,0.239,-1.459,749.237,12.192,1.787
1290,GBR,United Kingdom,62145000.0,2008,544.812,8.767000000000001,0.233,-2.5810000000000004,710.927,11.44,1.705
1291,GBR,United Kingdom,62829000.0,2009,494.294,7.867000000000001,0.222,-9.273,656.4939999999998,10.449000000000002,1.571
1292,GBR,United Kingdom,63460000.0,2010,512.024,8.068,0.232,3.587,681.8589999999998,10.745,1.545
1293,GBR,United Kingdom,64022000.0,2011,469.804,7.337999999999999,0.212,-8.246,628.759,9.821,1.3730000000000002
1294,GBR,United Kingdom,64525000.0,2012,487.796,7.56,0.213,3.83,640.377,9.924,1.403
1295,USA,United States,300608000.0,2007,6128.43,20.387,0.398,1.279,6607.977,21.982,19.583
1296,USA,United States,303486016.0,2008,5930.54,19.541,0.388,-3.229,6321.0909999999985,20.828000000000007,18.564
1297,USA,United States,306308000.0,2009,5491.036,17.927,0.369,-7.411,5798.996,18.932,17.452
1298,USA,United States,309011008.0,2010,5698.056,18.44,0.3720000000000001,3.77,6009.014,19.446,17.198
1299,USA,United States,311584000.0,2011,5565.294,17.861,0.359,-2.33,5950.137,19.096,16.268
1300,USA,United States,314044000.0,2012,5367.569,17.092,0.338,-3.553,5727.855,18.239,15.442
1301,URY,Uruguay,3332000.0,2007,5.947,1.785,0.151,-9.848,8.81,2.644,0.019
1302,URY,Uruguay,3340000.0,2008,8.201,2.455,0.188,37.907,11.089,3.32,0.026
1303,URY,Uruguay,3350000.0,2009,7.947,2.372,0.173,-3.089,10.212,3.048,0.025
1304,URY,Uruguay,3359000.0,2010,6.2970000000000015,1.875,0.119,-20.77,10.26,3.054,0.019
1305,URY,Uruguay,3369000.0,2011,7.654,2.272,0.133,21.553,11.868,3.523,0.022
1306,URY,Uruguay,3379000.0,2012,8.593,2.543,0.14300000000000002,12.272,13.613,4.029,0.025
1307,UZB,Uzbekistan,27205000.0,2007,119.113,4.378,0.889,-0.211,,,0.381
1308,UZB,Uzbekistan,27627000.0,2008,123.039,4.454,0.794,3.2960000000000003,,,0.385
1309,UZB,Uzbekistan,28065000.0,2009,106.252,3.786,0.607,-13.644,,,0.338
1310,UZB,Uzbekistan,28516000.0,2010,103.343,3.624,0.544,-2.737,,,0.312
1311,UZB,Uzbekistan,28977000.0,2011,112.822,3.893,0.542,9.172,,,0.33
1312,UZB,Uzbekistan,29449000.0,2012,114.924,3.902,0.511,1.863,,,0.331
1313,VUT,Vanuatu,219000.0,2007,0.099,0.452,,107.692,,,0.0
1314,VUT,Vanuatu,225000.0,2008,0.095,0.423,,-3.704,,,0.0
1315,VUT,Vanuatu,230000.0,2009,0.121,0.526,,26.923,,,0.0
1316,VUT,Vanuatu,236000.0,2010,0.121,0.512,,,,,0.0
1317,VUT,Vanuatu,243000.0,2011,0.132,0.5429999999999999,,9.091,,,0.0
1318,VUT,Vanuatu,250000.0,2012,0.114,0.454,,-13.889,,,0.0
1319,VEN,Venezuela,27248000.0,2007,149.924,5.502000000000002,0.413,-6.391,115.293,4.231,0.479
1320,VEN,Venezuela,27636000.0,2008,168.69,6.104,0.4,12.517,132.016,4.777,0.528
1321,VEN,Venezuela,28031000.0,2009,169.572,6.049,0.46,0.523,165.822,5.916,0.539
1322,VEN,Venezuela,28440000.0,2010,184.083,6.473,0.411,8.558,159.94799999999995,5.624,0.556
1323,VEN,Venezuela,28888000.0,2011,170.4,5.899,0.341,-7.433,150.917,5.224,0.498
1324,VEN,Venezuela,29361000.0,2012,190.974,6.504,0.377,12.074000000000002,180.197,6.1370000000000005,0.5489999999999999
1325,VNM,Vietnam,85420000.0,2007,100.577,1.177,0.305,1.46,117.141,1.371,0.321
1326,VNM,Vietnam,86243000.0,2008,113.244,1.3130000000000002,0.32299999999999995,12.594,133.19799999999998,1.544,0.354
1327,VNM,Vietnam,87092000.0,2009,122.833,1.41,0.34600000000000003,8.467,142.415,1.635,0.39
1328,VNM,Vietnam,87968000.0,2010,136.113,1.547,0.34,10.812,154.66899999999995,1.758,0.411
1329,VNM,Vietnam,88871000.0,2011,145.048,1.632,0.334,6.564,161.791,1.821,0.424
1330,VNM,Vietnam,89802000.0,2012,135.686,1.511,0.302,-6.454,156.847,1.747,0.39
1331,WLF,Wallis and Futuna Islands,,2007,0.029,,,,,,0.0
1332,WLF,Wallis and Futuna Islands,,2008,0.022,,,-25.0,,,0.0
1333,WLF,Wallis and Futuna Islands,,2009,0.029,,,33.333,,,0.0
1334,WLF,Wallis and Futuna Islands,,2010,0.029,,,,,,0.0
1335,WLF,Wallis and Futuna Islands,,2011,0.026,,,-12.5,,,0.0
1336,WLF,Wallis and Futuna Islands,,2012,0.026,,,,,,0.0
1337,OWID_WRL,World,6705947136.0,2007,31293.862,4.667,0.392,3.027,,,100.0
1338,OWID_WRL,World,6789088768.0,2008,31946.034,4.705,0.385,2.084,,,100.0
1339,OWID_WRL,World,6872766976.0,2009,31464.2,4.578,0.382,-1.508,,,100.0
1340,OWID_WRL,World,6956824064.0,2010,33131.911,4.763,0.374,5.3,,,100.0
1341,OWID_WRL,World,7041193984.0,2011,34209.583,4.8580000000000005,0.364,3.253,,,100.0
1342,OWID_WRL,World,7125828096.0,2012,34760.008,4.878,0.36,1.609,,,100.0
1343,YEM,Yemen,21283000.0,2007,20.719,0.974,0.263,-1.736,,,0.066
1344,YEM,Yemen,21892000.0,2008,22.025,1.006,0.253,6.303,,,0.069
1345,YEM,Yemen,22516000.0,2009,24.251,1.077,0.27,10.108,,,0.077
1346,YEM,Yemen,23155000.0,2010,23.152,1.0,0.21600000000000005,-4.533,,,0.07
1347,YEM,Yemen,23808000.0,2011,20.191,0.848,0.196,-12.79,,,0.059
1348,YEM,Yemen,24473000.0,2012,18.268,0.746,0.191,-9.525,,,0.053
1349,ZMB,Zambia,12503000.0,2007,1.868,0.149,0.063,-16.314,4.947,0.396,0.006
1350,ZMB,Zambia,12849000.0,2008,2.106,0.16399999999999998,0.067,12.741,6.681,0.52,0.006999999999999999
1351,ZMB,Zambia,13215000.0,2009,2.406,0.182,0.068,14.282,5.691,0.431,0.008
1352,ZMB,Zambia,13606000.0,2010,2.563,0.188,0.065,6.495,5.41,0.398,0.008
1353,ZMB,Zambia,14023000.0,2011,2.781,0.198,0.062,8.54,7.002999999999999,0.499,0.008
1354,ZMB,Zambia,14465000.0,2012,3.489,0.241,0.071,25.443,6.488,0.449,0.01
1355,ZWE,Zimbabwe,12256000.0,2007,9.834,0.802,0.565,-5.122000000000001,10.824000000000002,0.883,0.031
1356,ZWE,Zimbabwe,12380000.0,2008,7.7189999999999985,0.623,0.54,-21.508000000000006,9.293,0.7509999999999999,0.024
1357,ZWE,Zimbabwe,12527000.0,2009,5.476,0.4370000000000001,0.362,-29.058000000000003,8.066,0.644,0.017
1358,ZWE,Zimbabwe,12698000.0,2010,7.864,0.619,0.474,43.615,9.35,0.736,0.024
1359,ZWE,Zimbabwe,12894000.0,2011,9.48,0.735,0.518,20.55,10.608,0.823,0.028
1360,ZWE,Zimbabwe,13115000.0,2012,7.659,0.584,0.374,-19.213,10.595999999999998,0.8079999999999999,0.022
1361, ,Caribbean,35602000.0,2007,112.90500000000002,143.249,3.4019999999999997,110.614,57.976000000000006,22.770000000000003,0.362
1362, ,Caribbean,35891000.0,2008,114.63799999999999,142.678,3.181,39.28600000000001,59.447,22.934,0.359
1363, ,Caribbean,36187000.0,2009,110.81600000000003,137.193,3.491,-10.925999999999995,61.69500000000001,27.905,0.353
1364, ,Caribbean,36487000.0,2010,120.47399999999999,145.32799999999995,3.5010000000000003,123.81699999999998,62.583,27.336999999999996,0.364
1365, ,Caribbean,36802000.0,2011,115.95100000000002,133.484,3.253,-123.95999999999998,60.018,24.25,0.337
1366, ,Caribbean,37127000.0,2012,114.026,120.65100000000001,3.2380000000000004,-12.063999999999998,61.233999999999995,24.356,0.328
1367, ,Central America,41363000.0,2007,47.77199999999999,9.405000000000001,1.154,48.716,56.894,8.450000000000001,0.153
1368, ,Central America,42072000.0,2008,45.922000000000004,8.951,1.0899999999999999,-28.211,60.43000000000001,9.516,0.14400000000000002
1369, ,Central America,42786000.0,2009,46.958,9.294,1.084,30.771,67.76599999999999,11.975999999999999,0.15
1370, ,Central America,43497000.0,2010,46.949,9.305,1.029,4.912,77.798,14.267,0.14100000000000001
1371, ,Central America,44213000.0,2011,48.995999999999995,9.581999999999999,1.006,30.826,71.248,11.816,0.14300000000000002
1372, ,Central America,44930000.0,2012,49.03999999999999,9.065,0.9720000000000001,-20.57,86.232,15.24,0.14100000000000001
