record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
2339,LIE,Liechtenstein,2010,36000,0.0,0.191,-7.082999999999998,-0.015,0.0,0.0,0.0,5.3,0.0,0.001,4.499,0.0,0.0,0.0,0.0,0.0,0.061,0.13,0.0,0.0,0.0,0.0,1.682,3.618
2340,LIE,Liechtenstein,2011,36000,0.0,0.177,-7.353,-0.014,0.0,0.0,0.0,4.91,0.0,0.001,4.676,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.123,0.0,0.0,0.0,0.0,1.4880000000000002,3.422
2341,LIE,Liechtenstein,2012,37000,0.0,0.185,4.83,0.009000000000000001,0.0,0.0,0.0,5.009,0.0,0.001,4.862,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.131,0.0,0.0,0.0,0.0,1.473,3.536
2356,LTU,Lithuania,2007,3259000,58199494656.0,15.798,9.646,1.39,24.401,8.603,54.456,4.847,7.487,0.05,1225.32,0.271,0.419,0.524,1.025,0.083,6.5520000000000005,7.534,0.081,0.161,0.314,0.025,2.01,2.312
2357,LTU,Lithuania,2008,3213000,59742826496.0,15.179,-3.916,-0.619,23.265,8.086,53.268,4.724,7.241,0.048,1240.499,0.254,0.389,0.454,0.867,0.141,5.836,7.8039999999999985,0.077,0.141,0.27,0.044,1.816,2.4290000000000003
2358,LTU,Lithuania,2009,3167000,54137118720.0,13.023,-14.206,-2.156,19.736,6.712999999999999,51.549,4.112,6.232,0.041,1253.522,0.241,0.365,0.284,0.6890000000000001,0.228,4.921,6.872999999999998,0.028,0.09,0.218,0.07200000000000001,1.554,2.17
2359,LTU,Lithuania,2010,3124000,56762298368.0,13.927,6.941,0.904,19.89,5.962999999999999,42.81800000000001,4.458,6.367000000000001,0.042,1267.448,0.245,0.35,0.289,0.843,0.258,5.6629999999999985,6.829,0.045,0.093,0.27,0.083,1.813,2.186
2360,LTU,Lithuania,2011,3083000,61255319552.0,14.271,2.472,0.344,23.1,8.829,61.863,4.629,7.4929999999999986,0.042,1281.719,0.233,0.377,0.32,0.973,0.244,6.16,6.504,0.07,0.104,0.316,0.079,1.998,2.11
2361,LTU,Lithuania,2012,3046000,66443116544.0,14.331,0.419,0.06,21.465,7.135,49.785,4.705,7.0470000000000015,0.041,1296.05,0.21600000000000005,0.32299999999999995,0.395,0.95,0.233,5.937,6.742000000000001,0.07400000000000001,0.13,0.312,0.076,1.949,2.213
2376,LUX,Luxembourg,2007,475000,28851822592.0,11.334,-5.049,-0.603,11.021,-0.312,-2.757,23.86,23.202,0.036000000000000004,623.882,0.393,0.382,0.433,0.408,0.0,2.7310000000000003,7.6960000000000015,0.066,0.912,0.858,0.0,5.749,16.202
2377,LUX,Luxembourg,2008,485000,27093080064.0,11.195,-1.221,-0.138,26.011,14.815,132.33700000000002,23.083,53.63,0.035,635.077,0.413,0.96,0.404,0.35600000000000004,0.0,2.594,7.777,0.065,0.833,0.733,0.0,5.348,16.034000000000002
2378,LUX,Luxembourg,2009,497000,27566755840.0,10.648,-4.89,-0.547,26.322,15.675,147.21,21.424,52.963,0.034,645.725,0.386,0.955,0.378,0.339,0.0,2.658,7.209,0.063,0.7609999999999999,0.6829999999999999,0.0,5.349,14.504
2379,LUX,Luxembourg,2010,508000,29648912384.0,11.219,5.367000000000001,0.5710000000000001,25.23,14.011,124.879,22.085,49.665,0.034,656.944,0.378,0.851,0.391,0.332,0.0,2.842,7.587999999999999,0.066,0.7709999999999999,0.654,0.0,5.5939999999999985,14.937
2380,LUX,Luxembourg,2011,519000,28096120832.0,11.115,-0.934,-0.105,10.587,-0.527,-4.743,21.415,20.4,0.032,668.059,0.396,0.377,0.411,0.315,0.0,2.464,7.858,0.066,0.792,0.607,0.0,4.747,15.142
2381,LUX,Luxembourg,2012,531000,30788435968.0,10.851,-2.3680000000000003,-0.263,25.007,14.155,130.446,20.436,47.093,0.031,678.91,0.35200000000000004,0.812,0.375,0.28600000000000003,0.0,2.5,7.627000000000002,0.064,0.706,0.5379999999999999,0.0,4.707,14.364
2396,notfound,Macao,2007,505000,0.0,1.3630000000000002,-15.837,-0.256,0.0,0.0,0.0,2.699,0.0,0.004,37.391,0.0,0.0,0.0,0.0,0.0,0.0,1.3630000000000002,0.0,0.0,0.0,0.0,0.0,2.699
2397,notfound,Macao,2008,515000,0.0,1.132,-16.935,-0.231,0.0,0.0,0.0,2.198,0.0,0.004,38.523,0.0,0.0,0.0,0.0,0.0,0.158,0.974,0.0,0.0,0.0,0.0,0.307,1.891
2398,notfound,Macao,2009,526000,0.0,1.891,66.99,0.758,0.0,0.0,0.0,3.594,0.0,0.006,40.414,0.0,0.0,0.0,0.004,0.0,0.18,1.707,0.0,0.0,0.006999999999999999,0.0,0.341,3.2460000000000004
2399,notfound,Macao,2010,538000,0.0,1.235,-34.69,-0.6559999999999999,0.0,0.0,0.0,2.295,0.0,0.004,41.649,0.0,0.0,0.0,0.0,0.0,0.298,0.937,0.0,0.0,0.0,0.0,0.5529999999999999,1.742
2400,notfound,Macao,2011,551000,0.0,1.456,17.893,0.221,0.0,0.0,0.0,2.642,0.0,0.004,43.104,0.0,0.0,0.17,0.0,0.0,0.14300000000000002,1.143,0.0,0.308,0.0,0.0,0.259,2.075
2401,notfound,Macao,2012,564000,0.0,1.291,-11.299,-0.16399999999999998,0.0,0.0,0.0,2.289,0.0,0.004,44.396,0.0,0.0,0.166,0.0,0.0,0.0,1.125,0.0,0.295,0.0,0.0,0.0,1.994
2416,MDG,Madagascar,2007,19434000,21565063168.0,1.783,7.034,0.117,3.265,1.482,83.09100000000002,0.092,0.168,0.006,57.455,0.083,0.151,0.106,0.026,0.0,0.0,1.652,0.0,0.005,0.001,0.0,0.0,0.085
2417,MDG,Madagascar,2008,19996000,23832631296.0,1.869,4.774,0.085,4.0760000000000005,2.208,118.152,0.093,0.204,0.006,59.323,0.078,0.171,0.062,0.033,0.0,0.0,1.773,0.0,0.003,0.002,0.0,0.0,0.08900000000000001
2418,MDG,Madagascar,2009,20569000,24297836544.0,1.754,-6.1370000000000005,-0.115,3.736,1.982,112.986,0.085,0.182,0.006,61.077,0.07200000000000001,0.154,0.054000000000000006,0.037000000000000005,0.0,0.0,1.663,0.0,0.003,0.002,0.0,0.0,0.081
2419,MDG,Madagascar,2010,21152000,27121946624.0,1.938,10.517,0.184,3.445,1.506,77.709,0.092,0.163,0.006,63.01600000000001,0.071,0.127,0.062,0.106,0.0,0.0,1.77,0.0,0.003,0.005,0.0,0.0,0.084
2420,MDG,Madagascar,2011,21744000,28854087680.0,2.377,22.626,0.439,3.65,1.273,53.572,0.109,0.168,0.006999999999999999,65.393,0.08199999999999999,0.127,0.076,0.407,0.0,0.0,1.894,0.0,0.003,0.019,0.0,0.0,0.087
2421,MDG,Madagascar,2012,22347000,29838780416.0,2.74,15.27,0.363,4.367,1.6269999999999998,59.378,0.123,0.195,0.008,68.132,0.092,0.146,0.087,0.6970000000000001,0.0,0.0,1.956,0.0,0.004,0.031,0.0,0.0,0.08800000000000001
2436,MWI,Malawi,2007,13342000,16270392320.0,0.969,5.563,0.051,1.951,0.982,101.341,0.073,0.146,0.003,34.693000000000005,0.06,0.12,0.071,0.158,0.0,0.0,0.74,0.0,0.005,0.012,0.0,0.0,0.055
2437,MWI,Malawi,2008,13728000,18238423040.0,1.087,12.202,0.118,2.405,1.318,121.267,0.079,0.175,0.003,35.78,0.06,0.132,0.091,0.151,0.0,0.0,0.846,0.0,0.006999999999999999,0.011,0.0,0.0,0.062
2438,MWI,Malawi,2009,14128000,14905150464.0,1.095,0.6859999999999999,0.006999999999999999,2.67,1.5759999999999998,143.98,0.077,0.189,0.003,36.875,0.073,0.179,0.091,0.14,0.0,0.0,0.8640000000000001,0.0,0.006,0.01,0.0,0.0,0.061
2439,MWI,Malawi,2010,14540000,15376186368.0,1.026,-6.228,-0.068,2.66,1.634,159.197,0.071,0.183,0.003,37.901,0.067,0.173,0.07400000000000001,0.16899999999999998,0.0,0.0,0.784,0.0,0.005,0.012,0.0,0.0,0.054000000000000006
2440,MWI,Malawi,2011,14962000,17638612992.0,1.14,11.061,0.114,2.528,1.388,121.758,0.076,0.16899999999999998,0.003,39.041,0.065,0.14300000000000002,0.095,0.245,0.0,0.0,0.8,0.0,0.006,0.016,0.0,0.0,0.053
2441,MWI,Malawi,2012,15396000,16639784960.0,1.133,-0.5720000000000001,-0.006999999999999999,2.164,1.031,90.95,0.07400000000000001,0.141,0.003,40.175,0.068,0.13,0.093,0.217,0.0,0.0,0.823,0.0,0.006,0.014,0.0,0.0,0.053
2456,MYS,Malaysia,2007,26720000,435000000000.0,182.832,2.181,3.902,157.153,-25.679,-14.045,6.843,5.881,0.584,2981.845,0.42,0.361,7.872000000000001,29.935,9.911,65.439,69.675,0.0,0.295,1.12,0.371,2.449,2.608
2457,MYS,Malaysia,2008,27236000,476000000000.0,202.498,10.755999999999998,19.666,176.90099999999995,-25.597,-12.640999999999998,7.435,6.495,0.634,3184.343,0.425,0.3720000000000001,8.416,38.037,12.242,72.633,71.171,0.0,0.309,1.3969999999999998,0.449,2.667,2.613
2458,MYS,Malaysia,2009,27735000,453000000000.0,196.948,-2.741,-5.55,167.74200000000005,-29.206,-14.829,7.101,6.047999999999999,0.626,3381.292,0.435,0.37,7.93,46.591,11.681,65.443,65.303,0.0,0.28600000000000003,1.68,0.421,2.36,2.355
2459,MYS,Malaysia,2010,28208000,489000000000.0,216.537,9.946,19.589,191.473,-25.064,-11.575,7.676,6.7879999999999985,0.654,3597.829,0.443,0.392,7.059,55.337,19.002,60.808,74.332,0.0,0.25,1.962,0.674,2.156,2.635
2460,MYS,Malaysia,2011,28651000,545000000000.0,217.427,0.411,0.89,196.289,-21.139,-9.722,7.588999999999999,6.851,0.636,3815.257,0.399,0.36,7.766,55.544,16.807000000000002,64.78399999999999,72.52600000000002,0.0,0.271,1.939,0.5870000000000001,2.261,2.531
2461,MYS,Malaysia,2012,29068000,577000000000.0,215.812,-0.743,-1.615,212.275,-3.5380000000000003,-1.639,7.423999999999999,7.303,0.621,4031.069,0.374,0.368,8.111,59.869,6.273,66.288,75.27199999999998,0.0,0.279,2.06,0.21600000000000005,2.28,2.59
2476,MDV,Maldives,2007,335000,0.0,0.78,2.899,0.022,0.0,0.0,0.0,2.33,0.0,0.002,8.156,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,2.33
2477,MDV,Maldives,2008,343000,0.0,0.843,7.981,0.062,0.0,0.0,0.0,2.457,0.0,0.003,8.999,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.0,0.0,0.0,0.0,0.0,2.457
2478,MDV,Maldives,2009,353000,0.0,0.883,4.783,0.04,0.0,0.0,0.0,2.501,0.0,0.003,9.882,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.0,0.0,0.0,0.0,0.0,2.501
2479,MDV,Maldives,2010,366000,0.0,0.934,5.809,0.051,0.0,0.0,0.0,2.553,0.0,0.003,10.816,0.0,0.0,0.0,0.0,0.0,0.0,0.934,0.0,0.0,0.0,0.0,0.0,2.553
2480,MDV,Maldives,2011,380000,0.0,0.986,5.49,0.051,0.0,0.0,0.0,2.594,0.0,0.003,11.802,0.0,0.0,0.0,0.0,0.0,0.0,0.986,0.0,0.0,0.0,0.0,0.0,2.594
2481,MDV,Maldives,2012,397000,0.0,1.11,12.639,0.125,0.0,0.0,0.0,2.7960000000000003,0.0,0.003,12.912,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,2.7960000000000003
2496,MLI,Mali,2007,13651000,16007304192.0,1.297,20.0,0.21600000000000005,0.0,0.0,0.0,0.095,0.0,0.004,21.723000000000006,0.081,0.0,0.0,0.0,0.0,0.0,1.297,0.0,0.0,0.0,0.0,0.0,0.095
2497,MLI,Mali,2008,14114000,17907955712.0,1.557,20.056,0.26,0.0,0.0,0.0,0.11,0.0,0.005,23.28,0.087,0.0,0.0,0.0,0.0,0.0,1.557,0.0,0.0,0.0,0.0,0.0,0.11
2498,MLI,Mali,2009,14581000,19762229248.0,1.784,14.588,0.227,0.0,0.0,0.0,0.122,0.0,0.006,25.064,0.09,0.0,0.0,0.0,0.0,0.0,1.784,0.0,0.0,0.0,0.0,0.0,0.122
2499,MLI,Mali,2010,15049000,21704421376.0,1.975,10.678,0.191,0.0,0.0,0.0,0.131,0.0,0.006,27.039,0.091,0.0,0.0,0.0,0.0,0.0,1.975,0.0,0.0,0.0,0.0,0.0,0.131
2500,MLI,Mali,2011,15515000,21012000768.0,2.158,9.276,0.183,0.0,0.0,0.0,0.139,0.0,0.006,29.197,0.103,0.0,0.0,0.0,0.0,0.0,2.158,0.0,0.0,0.0,0.0,0.0,0.139
2501,MLI,Mali,2012,15979000,20308795392.0,2.297,6.452000000000001,0.139,0.0,0.0,0.0,0.14400000000000002,0.0,0.006999999999999999,31.494,0.113,0.0,0.0,0.0,0.0,0.0,2.297,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
2516,MLT,Malta,2007,408000,9499842560.0,2.736,2.617,0.07,3.746,1.01,36.918,6.705,9.181,0.009000000000000001,76.991,0.28800000000000003,0.394,0.0,0.0,0.0,0.0,2.736,0.0,0.0,0.0,0.0,0.0,6.705
2517,MLT,Malta,2008,409000,9540683776.0,2.747,0.417,0.011,5.979,3.232,117.653,6.7170000000000005,14.619000000000002,0.009000000000000001,79.738,0.28800000000000003,0.627,0.0,0.0,0.0,0.0,2.747,0.0,0.0,0.0,0.0,0.0,6.716
2518,MLT,Malta,2009,412000,10187004928.0,2.533,-7.81,-0.215,5.7189999999999985,3.1860000000000004,125.818,6.147,13.880999999999998,0.008,82.271,0.249,0.561,0.0,0.0,0.0,0.0,2.532,0.0,0.0,0.0,0.0,0.0,6.147
2519,MLT,Malta,2010,414000,10302401536.0,2.582,1.942,0.049,5.392,2.81,108.846,6.2360000000000015,13.024,0.008,84.853,0.251,0.523,0.0,0.0,0.0,0.0,2.582,0.0,0.0,0.0,0.0,0.0,6.2360000000000015
2520,MLT,Malta,2011,418000,10001948672.0,2.5780000000000003,-0.14300000000000002,-0.004,6.085,3.506,136.01,6.167999999999998,14.556,0.008,87.431,0.258,0.608,0.0,0.0,0.0,0.0,2.5780000000000003,0.0,0.0,0.0,0.0,0.0,6.167000000000002
2521,MLT,Malta,2012,422000,10128000000.0,2.762,7.1370000000000005,0.184,7.47,4.708,170.454,6.545,17.702,0.008,90.193,0.273,0.738,0.0,0.0,0.0,0.0,2.761,0.001,0.0,0.0,0.0,0.0,6.542999999999998
2536,MHL,Marshall Islands,2007,56000,0.0,0.125,3.03,0.004,0.0,0.0,0.0,2.225,0.0,0.0,1.5830000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,2.225
2537,MHL,Marshall Islands,2008,56000,0.0,0.128,2.9410000000000003,0.004,0.0,0.0,0.0,2.29,0.0,0.0,1.711,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,2.29
2538,MHL,Marshall Islands,2009,56000,0.0,0.132,2.857,0.004,0.0,0.0,0.0,2.355,0.0,0.0,1.843,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,2.355
2539,MHL,Marshall Islands,2010,56000,0.0,0.136,2.778,0.004,0.0,0.0,0.0,2.421,0.0,0.0,1.979,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,2.421
2540,MHL,Marshall Islands,2011,57000,0.0,0.139,2.7030000000000003,0.004,0.0,0.0,0.0,2.443,0.0,0.0,2.1180000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,2.443
2541,MHL,Marshall Islands,2012,57000,0.0,0.136,-2.632,-0.004,0.0,0.0,0.0,2.378,0.0,0.0,2.253,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,2.378
2556,MRT,Mauritania,2007,3203000,8439211008.0,1.638,15.206,0.21600000000000005,0.0,0.0,0.0,0.511,0.0,0.005,41.183,0.194,0.0,0.0,0.0,0.0,0.0,1.638,0.0,0.0,0.0,0.0,0.0,0.511
2557,MRT,Mauritania,2008,3296000,8233225216.0,1.773,8.277000000000001,0.136,0.0,0.0,0.0,0.5379999999999999,0.0,0.006,42.957,0.215,0.0,0.0,0.0,0.0,0.0,1.773,0.0,0.0,0.0,0.0,0.0,0.5379999999999999
2558,MRT,Mauritania,2009,3393000,7966433792.0,1.96,10.537,0.187,0.0,0.0,0.0,0.578,0.0,0.006,44.917,0.246,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.578
2559,MRT,Mauritania,2010,3494000,9159889920.0,1.96,0.0,0.0,0.0,0.0,0.0,0.561,0.0,0.006,46.877,0.214,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.561
2560,MRT,Mauritania,2011,3599000,10187327488.0,2.11,7.664,0.15,0.0,0.0,0.0,0.586,0.0,0.006,48.988,0.207,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.586
2561,MRT,Mauritania,2012,3707000,10396104704.0,2.33,10.417,0.22,0.0,0.0,0.0,0.629,0.0,0.006999999999999999,51.31800000000001,0.224,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.629
2576,MUS,Mauritius,2007,1234000,19135696896.0,3.686,1.616,0.059,4.96,1.274,34.551,2.987,4.019,0.012,62.25100000000001,0.193,0.259,0.0,1.3230000000000002,0.0,0.0,2.363,0.0,0.0,1.072,0.0,0.0,1.915
2577,MUS,Mauritius,2008,1239000,19303647232.0,3.767,2.187,0.081,5.372999999999998,1.607,42.66,3.04,4.337,0.012,66.018,0.195,0.278,0.0,1.543,0.0,0.0,2.224,0.0,0.0,1.245,0.0,0.0,1.795
2578,MUS,Mauritius,2009,1244000,19882739712.0,3.708,-1.556,-0.059,5.043,1.335,35.993,2.9810000000000003,4.0539999999999985,0.012,69.726,0.18600000000000005,0.254,0.0,1.411,0.0,0.0,2.297,0.0,0.0,1.134,0.0,0.0,1.847
2579,MUS,Mauritius,2010,1248000,20518957056.0,3.913,5.534,0.205,5.056,1.143,29.217,3.136,4.052,0.012,73.639,0.191,0.246,0.0,1.5719999999999998,0.0,0.0,2.341,0.0,0.0,1.26,0.0,0.0,1.876
2580,MUS,Mauritius,2011,1251000,21493831680.0,3.917,0.094,0.004,5.86,1.943,49.6,3.131,4.684,0.011,77.556,0.182,0.273,0.0,1.506,0.0,0.0,2.411,0.0,0.0,1.204,0.0,0.0,1.927
2581,MUS,Mauritius,2012,1253000,22071529472.0,3.964,1.216,0.048,5.195,1.231,31.05,3.164,4.146,0.011,81.52,0.18,0.235,0.0,1.587,0.0,0.0,2.378,0.0,0.0,1.266,0.0,0.0,1.898
2596,MEX,Mexico,2007,109171000,1520000000000.0,479.787,0.6759999999999999,3.222,501.991,22.204,4.628,4.395,4.598,1.533,14056.668,0.316,0.33,18.973,45.84,11.050999999999998,117.274,286.649,0.0,0.174,0.42,0.101,1.074,2.6260000000000003
2597,MEX,Mexico,2008,110815000,1570000000000.0,492.98,2.75,13.193,518.394,25.415,5.155,4.449,4.678,1.543,14549.647,0.314,0.33,18.638,40.784,26.593000000000004,118.567,288.397,0.0,0.168,0.368,0.24,1.07,2.603
2598,MEX,Mexico,2009,112464000,1480000000000.0,475.903,-3.464,-17.077,494.361,18.458,3.878,4.232,4.396,1.513,15025.551,0.322,0.334,17.863,40.813,21.053,123.433,272.741,0.0,0.159,0.363,0.187,1.098,2.425
2599,MEX,Mexico,2010,114093000,1590000000000.0,463.783,-2.547,-12.121,498.759,34.977,7.542000000000002,4.065,4.372,1.4,15489.333,0.292,0.314,17.046,51.054,11.882,124.122,259.67900000000003,0.0,0.149,0.447,0.104,1.088,2.276
2600,MEX,Mexico,2011,115695000,1720000000000.0,484.165,4.395,20.382,513.814,29.649,6.124,4.185,4.441,1.415,15973.498,0.281,0.299,17.771,56.041,7.134,130.707,272.512,0.0,0.154,0.484,0.062,1.13,2.355
2601,MEX,Mexico,2012,117274000,1740000000000.0,496.3,2.506,12.135,542.712,46.413,9.352,4.232,4.628,1.4280000000000002,16469.797,0.285,0.312,18.411,49.223,2.781,135.727,290.158,0.0,0.157,0.42,0.024,1.157,2.474
2616,notfound,Micronesia,2007,0,0.0,0.132,9.091,0.011,0.0,0.0,0.0,0.0,0.0,0.0,1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0
2617,notfound,Micronesia,2008,0,0.0,0.11,-16.667,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,2.085,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
2618,notfound,Micronesia,2009,0,0.0,0.147,33.333,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,2.231,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0
2619,notfound,Micronesia,2010,0,0.0,0.103,-30.0,-0.044,0.0,0.0,0.0,0.0,0.0,0.0,2.334,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0
2620,notfound,Micronesia,2011,0,0.0,0.117,14.286,0.015,0.0,0.0,0.0,0.0,0.0,0.0,2.451,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0
2621,notfound,Micronesia,2012,0,0.0,0.125,6.25,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.576,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2636,MDA,Moldova,2007,4130000,12622106624.0,4.979,-1.018,-0.051,0.0,0.0,0.0,1.205,0.0,0.016,966.67,0.394,0.0,0.703,0.16899999999999998,0.0,2.176,1.931,0.0,0.17,0.041,0.0,0.527,0.468
2637,MDA,Moldova,2008,4113000,13412986880.0,5.19,4.255,0.212,0.0,0.0,0.0,1.262,0.0,0.016,971.86,0.387,0.0,0.79,0.326,0.0,2.041,2.0340000000000003,0.0,0.192,0.079,0.0,0.496,0.494
2638,MDA,Moldova,2009,4098000,13515583488.0,4.54,-12.54,-0.6509999999999999,0.0,0.0,0.0,1.108,0.0,0.014,976.4,0.336,0.0,0.341,0.348,0.0,1.876,1.975,0.0,0.083,0.085,0.0,0.458,0.482
2639,MDA,Moldova,2010,4086000,15670819840.0,4.831,6.419,0.29100000000000004,0.0,0.0,0.0,1.182,0.0,0.015,981.23,0.308,0.0,0.35,0.326,0.0,1.982,2.173,0.0,0.086,0.08,0.0,0.485,0.532
2640,MDA,Moldova,2011,4079000,18154211328.0,4.945,2.361,0.114,0.0,0.0,0.0,1.212,0.0,0.014,986.175,0.272,0.0,0.4270000000000001,0.333,0.0,1.916,2.268,0.0,0.105,0.08199999999999999,0.0,0.47,0.556
2641,MDA,Moldova,2012,4076000,18142212096.0,4.766,-3.626,-0.179,0.0,0.0,0.0,1.169,0.0,0.014,990.941,0.263,0.0,0.442,0.414,0.0,1.825,2.085,0.0,0.108,0.102,0.0,0.448,0.511
2656,MNG,Mongolia,2007,2594000,17539614720.0,12.079,28.418000000000006,2.673,11.956,-0.123,-1.019,4.6560000000000015,4.609,0.039,311.393,0.6890000000000001,0.682,0.112,9.57,0.0,0.0,2.396,0.0,0.043,3.689,0.0,0.0,0.924
2657,MNG,Mongolia,2008,2632000,19005868032.0,12.017,-0.514,-0.062,12.883,0.866,7.207999999999998,4.566,4.895,0.038,323.41,0.632,0.6779999999999999,0.123,9.34,0.0,0.0,2.5540000000000003,0.0,0.047,3.548,0.0,0.0,0.97
2658,MNG,Mongolia,2009,2674000,18427742208.0,13.074000000000002,8.799,1.057,13.704,0.63,4.82,4.8889999999999985,5.125,0.042,336.4840000000001,0.7090000000000001,0.7440000000000001,0.1,10.647,0.0,0.0,2.327,0.0,0.037000000000000005,3.982,0.0,0.0,0.87
2659,MNG,Mongolia,2010,2720000,20836321280.0,13.82,5.706,0.746,14.638,0.818,5.917999999999998,5.081,5.3820000000000014,0.042,350.3040000000001,0.6629999999999999,0.703,0.172,11.179,0.0,0.0,2.47,0.0,0.063,4.11,0.0,0.0,0.908
2660,MNG,Mongolia,2011,2770000,26811267072.0,21.426,55.04,7.607,23.072,1.645,7.678,7.735,8.329,0.063,371.73,0.799,0.861,0.157,18.203,0.0,0.0,3.067,0.0,0.057,6.5710000000000015,0.0,0.0,1.107
2661,MNG,Mongolia,2012,2825000,30912770048.0,35.031,63.494,13.604,35.15,0.119,0.339,12.4,12.442,0.101,406.761,1.133,1.137,0.157,31.397,0.0,0.0,3.477,0.0,0.056,11.114,0.0,0.0,1.231
2676,MNE,Montenegro,2007,620000,9354359808.0,2.056,-0.355,-0.006999999999999999,0.0,0.0,0.0,3.315,0.0,0.006999999999999999,74.32600000000002,0.22,0.0,0.0,1.024,0.0,0.0,1.031,0.0,0.0,1.652,0.0,0.0,1.664
2677,MNE,Montenegro,2008,621000,10206612480.0,2.605,26.738000000000003,0.55,0.0,0.0,0.0,4.195,0.0,0.008,76.931,0.255,0.0,0.0,1.5119999999999998,0.0,0.0,1.093,0.0,0.0,2.434,0.0,0.0,1.761
2678,MNE,Montenegro,2009,623000,9606912000.0,1.682,-35.44300000000001,-0.923,0.0,0.0,0.0,2.699,0.0,0.005,78.613,0.175,0.0,0.0,0.8170000000000001,0.0,0.0,0.865,0.0,0.0,1.3119999999999998,0.0,0.0,1.388
2679,MNE,Montenegro,2010,624000,9695511552.0,2.422,44.00899999999999,0.74,0.0,0.0,0.0,3.881,0.0,0.006999999999999999,81.035,0.25,0.0,0.0,1.6230000000000002,0.0,0.0,0.799,0.0,0.0,2.6010000000000004,0.0,0.0,1.28
2680,MNE,Montenegro,2011,625000,10424513536.0,2.407,-0.605,-0.015,0.0,0.0,0.0,3.852,0.0,0.006999999999999999,83.44200000000002,0.231,0.0,0.0,1.6769999999999998,0.0,0.0,0.73,0.0,0.0,2.6830000000000003,0.0,0.0,1.168
2681,MNE,Montenegro,2012,626000,10320813056.0,2.213,-8.067,-0.194,0.0,0.0,0.0,3.535,0.0,0.006,85.655,0.214,0.0,0.0,1.506,0.0,0.0,0.7070000000000001,0.0,0.0,2.406,0.0,0.0,1.13
2696,MSR,Montserrat,2007,5000,0.0,0.04,10.0,0.004,0.0,0.0,0.0,8.061,0.0,0.0,1.044,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,8.061
2697,MSR,Montserrat,2008,5000,0.0,0.048,18.182,0.006999999999999999,0.0,0.0,0.0,9.526,0.0,0.0,1.092,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,9.526
2698,MSR,Montserrat,2009,5000,0.0,0.048,0.0,0.0,0.0,0.0,0.0,9.526,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,9.526
