record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
3493,WSM,Samoa,2007,182000,0.0,0.172,4.444,0.006999999999999999,0.0,0.0,0.0,0.946,0.0,0.001,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.946
3494,WSM,Samoa,2008,183000,0.0,0.18,4.255,0.006999999999999999,0.0,0.0,0.0,0.981,0.0,0.001,4.609,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.981
3495,WSM,Samoa,2009,185000,0.0,0.187,4.082,0.006999999999999999,0.0,0.0,0.0,1.01,0.0,0.001,4.796,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,1.01
3496,WSM,Samoa,2010,186000,0.0,0.187,0.0,0.0,0.0,0.0,0.0,1.005,0.0,0.001,4.9830000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,1.005
3497,WSM,Samoa,2011,187000,0.0,0.202,7.843,0.015,0.0,0.0,0.0,1.078,0.0,0.001,5.185,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,1.078
3498,WSM,Samoa,2012,189000,0.0,0.198,-1.818,-0.004,0.0,0.0,0.0,1.047,0.0,0.001,5.3820000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,1.047
3513,STP,Sao Tome and Principe,2007,166000,402600000.0,0.084,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.0,1.887,0.209,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.508
3514,STP,Sao Tome and Principe,2008,171000,425712000.0,0.084,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,1.971,0.198,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.493
3515,STP,Sao Tome and Principe,2009,176000,415724000.0,0.092,8.696,0.006999999999999999,0.0,0.0,0.0,0.52,0.0,0.0,2.063,0.22,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.52
3516,STP,Sao Tome and Principe,2010,180000,521488000.0,0.099,8.0,0.006999999999999999,0.0,0.0,0.0,0.55,0.0,0.0,2.162,0.19,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.55
3517,STP,Sao Tome and Principe,2011,185000,572220032.0,0.103,3.704,0.004,0.0,0.0,0.0,0.555,0.0,0.0,2.264,0.179,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.555
3518,STP,Sao Tome and Principe,2012,188000,628971008.0,0.114,10.714,0.011,0.0,0.0,0.0,0.604,0.0,0.0,2.378,0.181,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.604
3533,SAU,Saudi Arabia,2007,25185000,858000000000.0,386.507,-10.384,-44.785,373.894,-12.614,-3.263,15.347,14.845999999999998,1.235,8334.855,0.45,0.436,14.179,0.0,0.385,113.478,258.466,0.0,0.563,0.0,0.015,4.506,10.263
3534,SAU,Saudi Arabia,2008,25889000,1050000000000.0,432.336,11.857,45.82899999999999,416.412,-15.924,-3.683,16.7,16.085,1.3530000000000002,8767.190999999999,0.412,0.397,18.37,0.0,0.0,125.151,288.815,0.0,0.71,0.0,0.0,4.834,11.156
3535,SAU,Saudi Arabia,2009,26630000,932000000000.0,465.844,7.75,33.508,458.474,-7.37,-1.582,17.493,17.215999999999998,1.481,9233.036,0.5,0.4920000000000001,20.185,0.0,0.0,119.593,326.067,0.0,0.758,0.0,0.0,4.4910000000000005,12.244000000000002
3536,SAU,Saudi Arabia,2010,27421000,1090000000000.0,517.716,11.135,51.872,508.191,-9.525,-1.84,18.88,18.533,1.5630000000000002,9750.752,0.475,0.466,20.991,0.0,0.0,137.078,359.647,0.0,0.7659999999999999,0.0,0.0,4.999,13.116
3537,SAU,Saudi Arabia,2011,28268000,1370000000000.0,497.659,-3.874,-20.057,487.449,-10.21,-2.052,17.605,17.244,1.455,10248.411,0.363,0.35600000000000004,22.332,0.0,0.0,139.61700000000002,335.71,0.0,0.79,0.0,0.0,4.939,11.876
3538,SAU,Saudi Arabia,2012,29155000,1450000000000.0,563.179,13.166,65.52,542.563,-20.616,-3.661,19.317,18.61,1.62,10811.59,0.388,0.374,25.374,0.0,0.0,151.58700000000005,386.219,0.0,0.87,0.0,0.0,5.199,13.247
3553,SEN,Senegal,2007,11687000,24888442880.0,4.863,9.985,0.442,6.877999999999999,2.014,41.42100000000001,0.416,0.588,0.016,130.84,0.195,0.276,1.221,0.7070000000000001,0.0,0.022,2.9130000000000003,0.0,0.104,0.061,0.0,0.002,0.249
3554,SEN,Senegal,2008,12005000,25310406656.0,4.739,-2.555,-0.124,7.127000000000002,2.388,50.394,0.395,0.594,0.015,135.579,0.187,0.282,1.185,0.597,0.0,0.022,2.935,0.0,0.099,0.05,0.0,0.002,0.244
3555,SEN,Senegal,2009,12335000,27091400704.0,4.713,-0.5489999999999999,-0.026,6.307,1.594,33.816,0.382,0.511,0.015,140.293,0.174,0.233,1.28,0.74,0.0,0.033,2.66,0.0,0.104,0.06,0.0,0.003,0.21600000000000005
3556,SEN,Senegal,2010,12678000,28446160896.0,7.28,54.467,2.567,8.412,1.132,15.553,0.574,0.664,0.022,147.57299999999995,0.256,0.29600000000000004,1.568,0.674,0.0,0.048,4.99,0.0,0.124,0.053,0.0,0.004,0.394
3557,SEN,Senegal,2011,13034000,29229463552.0,7.819,7.407,0.539,9.174,1.355,17.326,0.6,0.7040000000000001,0.023,155.392,0.268,0.314,1.789,0.942,0.0,0.037000000000000005,5.051,0.0,0.13699999999999998,0.07200000000000001,0.0,0.003,0.388
3558,SEN,Senegal,2012,13402000,30404665344.0,7.362999999999999,-5.837999999999999,-0.456,9.504,2.141,29.083,0.5489999999999999,0.7090000000000001,0.021,162.755,0.242,0.313,1.794,0.8170000000000001,0.0,0.055,4.697,0.0,0.134,0.061,0.0,0.004,0.35
3573,SRB,Serbia,2007,9101000,95941296128.0,59.63,-2.023,-1.231,0.0,0.0,0.0,6.5520000000000005,0.0,0.191,2187.702,0.622,0.0,1.442,39.989,0.0,4.602,13.597,0.0,0.158,4.394,0.0,0.506,1.494
3574,SRB,Serbia,2008,9060000,106000000000.0,51.68,-13.332,-7.95,0.0,0.0,0.0,5.704,0.0,0.162,2239.382,0.488,0.0,1.337,35.49,0.0,4.58,10.274,0.0,0.14800000000000002,3.917,0.0,0.506,1.134
3575,SRB,Serbia,2009,9023000,107000000000.0,45.858,-11.265,-5.822,0.0,0.0,0.0,5.082,0.0,0.146,2285.24,0.429,0.0,1.044,31.47,0.0,3.1910000000000003,10.153,0.0,0.116,3.488,0.0,0.354,1.125
3576,SRB,Serbia,2010,8991000,107000000000.0,45.69600000000001,-0.353,-0.162,0.0,0.0,0.0,5.082,0.0,0.138,2330.937,0.4270000000000001,0.0,1.051,30.819000000000006,0.0,4.243,9.584,0.0,0.117,3.428,0.0,0.472,1.0659999999999998
3577,SRB,Serbia,2011,8964000,111000000000.0,48.957,7.135,3.261,0.0,0.0,0.0,5.4620000000000015,0.0,0.14300000000000002,2379.894,0.441,0.0,1.032,34.277,0.0,4.353,9.296,0.0,0.115,3.824,0.0,0.486,1.037
3578,SRB,Serbia,2012,8940000,117000000000.0,43.724,-10.688,-5.233,0.0,0.0,0.0,4.891,0.0,0.126,2423.618,0.374,0.0,0.878,30.114,0.0,3.84,8.892999999999997,0.0,0.098,3.369,0.0,0.43,0.995
3593,SYC,Seychelles,2007,90000,2035104000.0,0.6409999999999999,-12.5,-0.092,0.0,0.0,0.0,7.124,0.0,0.002,9.794,0.315,0.0,0.0,0.0,0.0,0.0,0.6409999999999999,0.0,0.0,0.0,0.0,0.0,7.124
3594,SYC,Seychelles,2008,90000,1586531968.0,0.6920000000000001,8.0,0.051,0.0,0.0,0.0,7.694,0.0,0.002,10.486,0.436,0.0,0.0,0.0,0.0,0.0,0.6920000000000001,0.0,0.0,0.0,0.0,0.0,7.694
3595,SYC,Seychelles,2009,91000,2102529024.0,0.524,-24.339,-0.16899999999999998,0.0,0.0,0.0,5.757999999999999,0.0,0.002,11.01,0.249,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0,0.0,0.0,0.0,5.757999999999999
3596,SYC,Seychelles,2010,91000,1743280000.0,0.443,-15.385,-0.081,0.0,0.0,0.0,4.872,0.0,0.001,11.454,0.254,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,4.872
3597,SYC,Seychelles,2011,92000,1917505024.0,0.326,-26.446,-0.117,0.0,0.0,0.0,3.545,0.0,0.001,11.78,0.17,0.0,0.0,0.0,0.0,0.0,0.326,0.0,0.0,0.0,0.0,0.0,3.545
3598,SYC,Seychelles,2012,93000,1972979968.0,0.421,29.213,0.095,0.0,0.0,0.0,4.5310000000000015,0.0,0.001,12.201,0.214,0.0,0.0,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.0,4.5310000000000015
3613,SLE,Sierra Leone,2007,5990000,5517996032.0,0.517,-16.070999999999998,-0.099,0.0,0.0,0.0,0.086,0.0,0.002,26.054,0.094,0.0,0.0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,0.086
3614,SLE,Sierra Leone,2008,6134000,5942209024.0,0.535,3.5460000000000003,0.018000000000000002,0.0,0.0,0.0,0.087,0.0,0.002,26.589,0.09,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.087
3615,SLE,Sierra Leone,2009,6273000,6430395904.0,0.535,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.002,27.124,0.083,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.085
3616,SLE,Sierra Leone,2010,6416000,6835537920.0,0.575,7.534,0.04,0.0,0.0,0.0,0.09,0.0,0.002,27.699,0.084,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.09
3617,SLE,Sierra Leone,2011,6563000,7933356032.0,0.7440000000000001,29.299,0.16899999999999998,0.0,0.0,0.0,0.113,0.0,0.002,28.443,0.094,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.0,0.0,0.0,0.0,0.113
3618,SLE,Sierra Leone,2012,6713000,8684338176.0,0.861,15.764,0.117,0.0,0.0,0.0,0.128,0.0,0.002,29.304,0.099,0.0,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0,0.0,0.0,0.128
3633,SGP,Singapore,2007,4579000,295000000000.0,47.518,10.393,4.474,108.341,60.823,127.998,10.377,23.66,0.152,1513.6029999999996,0.161,0.3670000000000001,0.0,0.026,0.0,14.722,32.771,0.0,0.0,0.006,0.0,3.215,7.157
3634,SGP,Singapore,2008,4776000,249000000000.0,57.572,21.158,10.054,118.666,61.093,106.116,12.055,24.846,0.18,1571.175,0.231,0.477,0.0,0.018000000000000002,0.0,15.07,42.484,0.0,0.0,0.004,0.0,3.155,8.895
3635,SGP,Singapore,2009,4967000,258000000000.0,90.098,56.495,32.525,110.802,20.704,22.979,18.139,22.308000000000003,0.28600000000000003,1661.273,0.349,0.429,0.0,0.015,0.0,13.711,76.372,0.0,0.0,0.003,0.0,2.76,15.376
3636,SGP,Singapore,2010,5131000,318000000000.0,56.62,-37.157,-33.478,114.692,58.072,102.566,11.035,22.353,0.171,1717.8929999999998,0.17800000000000002,0.361,0.0,0.026,0.0,14.858,41.737,0.0,0.0,0.005,0.0,2.8960000000000004,8.134
3637,SGP,Singapore,2011,5264000,324000000000.0,30.272,-46.535,-26.348000000000006,109.078,78.806,260.326,5.751,20.721,0.08800000000000001,1748.165,0.093,0.337,0.0,0.026,0.0,15.008,15.239,0.0,0.0,0.005,0.0,2.8510000000000004,2.895
3638,SGP,Singapore,2012,5369000,331000000000.0,48.145,59.041,17.873,121.581,73.436,152.531,8.967,22.645,0.139,1796.31,0.145,0.3670000000000001,0.0,0.103,0.0,16.275,31.767,0.0,0.0,0.019,0.0,3.031,5.917000000000002
3653,SXM,Sint Maarten (Dutch part),2007,33000,0.0,0.6759999999999999,12.577,0.076,0.0,0.0,0.0,20.482,0.0,0.002,58.17100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.6759999999999999,0.0,0.0,0.0,0.0,0.0,20.482
3654,SXM,Sint Maarten (Dutch part),2008,33000,0.0,0.65,-3.815,-0.026,0.0,0.0,0.0,19.701,0.0,0.002,58.82100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,19.701
3655,SXM,Sint Maarten (Dutch part),2009,34000,0.0,0.665,2.323,0.015,0.0,0.0,0.0,19.565,0.0,0.002,59.487,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.0,0.0,0.0,0.0,0.0,19.565
3656,SXM,Sint Maarten (Dutch part),2010,34000,0.0,0.458,-31.119,-0.207,0.0,0.0,0.0,13.477,0.0,0.001,59.945,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.0,0.0,0.0,0.0,0.0,13.477
3657,SXM,Sint Maarten (Dutch part),2011,35000,0.0,0.585,27.572,0.126,0.0,0.0,0.0,16.702,0.0,0.002,60.529,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.0,0.0,0.0,0.0,0.0,16.702
3658,SXM,Sint Maarten (Dutch part),2012,36000,0.0,0.696,19.093,0.112,0.0,0.0,0.0,19.338,0.0,0.002,61.226000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.0,0.0,0.0,0.0,0.0,19.338
3673,SVK,Slovakia,2007,5399000,110000000000.0,41.095,-3.73,-1.592,48.448,7.353,17.893,7.612,8.974,0.131,3430.66,0.374,0.44,1.485,17.561,0.019,11.383,9.416,1.232,0.275,3.253,0.003,2.108,1.744
3674,SVK,Slovakia,2008,5399000,117000000000.0,41.503,0.993,0.408,51.955,10.452,25.183000000000003,7.687,9.623,0.13,3472.163,0.355,0.444,1.604,17.059,0.021,11.772,9.758,1.288,0.297,3.16,0.004,2.18,1.807
3675,SVK,Slovakia,2009,5401000,116000000000.0,37.755,-9.031,-3.748,46.606,8.85,23.442,6.99,8.629,0.12,3509.918,0.325,0.402,1.213,16.027,0.023,10.41,9.124,0.959,0.225,2.967,0.004,1.927,1.689
3676,SVK,Slovakia,2010,5404000,121000000000.0,38.523,2.035,0.768,48.721,10.198,26.473000000000006,7.129,9.016,0.116,3548.441,0.318,0.403,0.86,16.05,0.021,11.049,9.445,1.097,0.159,2.97,0.004,2.045,1.7480000000000002
3677,SVK,Slovakia,2011,5409000,121000000000.0,38.112,-1.068,-0.411,49.654,11.542,30.285,7.046,9.18,0.111,3586.553,0.315,0.41,1.262,16.303,0.02,10.424,8.975,1.127,0.233,3.014,0.004,1.927,1.659
3678,SVK,Slovakia,2012,5415000,124000000000.0,36.021,-5.4860000000000015,-2.091,45.966,9.944,27.607,6.652,8.488999999999999,0.104,3622.575,0.29,0.371,1.096,14.58,0.019,10.061,9.222,1.043,0.202,2.693,0.004,1.858,1.703
3693,SVN,Slovenia,2007,2012000,51871690752.0,17.281,0.8079999999999999,0.138,21.699,4.418,25.565,8.589,10.785,0.055,656.09,0.333,0.418,0.5429999999999999,6.941,0.187,1.858,7.577000000000001,0.175,0.27,3.45,0.093,0.924,3.766
3694,SVN,Slovenia,2008,2023000,55143321600.0,18.22,5.434,0.939,22.447,4.227,23.2,9.006,11.095999999999998,0.057,674.31,0.33,0.407,0.593,6.68,0.172,1.849,8.757,0.16899999999999998,0.293,3.302,0.085,0.914,4.329
3695,SVN,Slovenia,2009,2034000,52803108864.0,16.33,-10.374,-1.89,19.812,3.482,21.326,8.027999999999999,9.741,0.052000000000000005,690.64,0.309,0.375,0.422,6.155,0.173,1.758,7.712999999999999,0.108,0.207,3.026,0.085,0.8640000000000001,3.792
3696,SVN,Slovenia,2010,2043000,52372058112.0,16.375999999999998,0.28600000000000003,0.047,20.909,4.533,27.68,8.016,10.235,0.049,707.0160000000002,0.313,0.399,0.358,6.284,0.174,1.854,7.572,0.134,0.175,3.076,0.085,0.908,3.707
3697,SVN,Slovenia,2011,2051000,53204185088.0,16.36,-0.099,-0.016,22.937,6.5760000000000005,40.197,7.977,11.183,0.048,723.377,0.308,0.431,0.306,6.327000000000001,0.187,1.725,7.687,0.129,0.149,3.085,0.091,0.841,3.748
3698,SVN,Slovenia,2012,2058000,53345099776.0,15.822,-3.292,-0.539,19.753,3.931,24.845,7.688,9.598,0.046,739.198,0.297,0.37,0.316,5.992000000000001,0.19,1.661,7.55,0.113,0.153,2.912,0.092,0.807,3.669
3713,SLB,Solomon Islands,2007,492000,0.0,0.3,3.797,0.011,0.0,0.0,0.0,0.611,0.0,0.001,6.3279999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.611
3714,SLB,Solomon Islands,2008,503000,0.0,0.308,2.439,0.006999999999999999,0.0,0.0,0.0,0.612,0.0,0.001,6.636,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.612
3715,SLB,Solomon Islands,2009,515000,0.0,0.319,3.571,0.011,0.0,0.0,0.0,0.619,0.0,0.001,6.954,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.0,0.0,0.0,0.0,0.0,0.619
3716,SLB,Solomon Islands,2010,528000,0.0,0.33,3.448,0.011,0.0,0.0,0.0,0.625,0.0,0.001,7.284,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.625
3717,SLB,Solomon Islands,2011,542000,0.0,0.344,4.444,0.015,0.0,0.0,0.0,0.635,0.0,0.001,7.627999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.635
3718,SLB,Solomon Islands,2012,556000,0.0,0.348,1.064,0.004,0.0,0.0,0.0,0.626,0.0,0.001,7.977,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.626
3733,SOM,Somalia,2007,11080000,0.0,0.608,2.469,0.015,0.0,0.0,0.0,0.055,0.0,0.002,24.822,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0.0,0.0,0.0,0.0,0.055
3734,SOM,Somalia,2008,11397000,0.0,0.601,-1.205,-0.006999999999999999,0.0,0.0,0.0,0.053,0.0,0.002,25.423,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.053
3735,SOM,Somalia,2009,11718000,0.0,0.597,-0.61,-0.004,0.0,0.0,0.0,0.051,0.0,0.002,26.02,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.0,0.0,0.0,0.0,0.0,0.051
3736,SOM,Somalia,2010,12044000,0.0,0.612,2.454,0.015,0.0,0.0,0.0,0.051,0.0,0.002,26.632,0.0,0.0,0.0,0.0,0.0,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.051
3737,SOM,Somalia,2011,12376000,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.002,27.244,0.0,0.0,0.0,0.0,0.0,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.049
3738,SOM,Somalia,2012,12715000,0.0,0.608,-0.599,-0.004,0.0,0.0,0.0,0.048,0.0,0.002,27.852,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0.0,0.0,0.0,0.0,0.048
3753,ZAF,South Africa,2007,49120000,560000000000.0,464.8,4.07,18.178,328.744,-136.056,-29.272,9.463,6.693,1.485,15057.273,0.83,0.5870000000000001,5.408,392.172,0.0,7.892,59.328,0.0,0.11,7.984,0.0,0.161,1.208
3754,ZAF,South Africa,2008,49779000,572000000000.0,494.642,6.42,29.842,328.284,-166.359,-33.632,9.937,6.595,1.548,15551.915,0.865,0.574,4.989,418.3,0.0,8.119,63.234,0.0,0.1,8.402999999999999,0.0,0.163,1.27
3755,ZAF,South Africa,2009,50477000,557000000000.0,502.259,1.54,7.617000000000001,349.821,-152.438,-30.351,9.95,6.93,1.596,16054.175,0.902,0.628,5.432,412.673,0.0,7.0379999999999985,77.116,0.0,0.108,8.175,0.0,0.139,1.528
3756,ZAF,South Africa,2010,51217000,577000000000.0,466.93,-7.034,-35.329,329.589,-137.341,-29.414,9.117,6.435,1.409,16521.105,0.809,0.5710000000000001,4.819,406.92,0.0,8.867,46.324,0.0,0.094,7.945,0.0,0.173,0.904
3757,ZAF,South Africa,2011,52004000,609000000000.0,473.949,1.503,7.019,331.037,-142.912,-30.153,9.114,6.3660000000000005,1.385,16995.054,0.778,0.544,4.433,400.483,0.0,8.801,60.232,0.0,0.085,7.701,0.0,0.16899999999999998,1.158
3758,ZAF,South Africa,2012,52833000,616000000000.0,461.139,-2.7030000000000003,-12.81,331.954,-129.185,-28.014,8.728,6.283,1.327,17456.192,0.7490000000000001,0.539,4.414,398.013,0.0,9.255,49.456,0.0,0.084,7.532999999999999,0.0,0.175,0.936
3773,notfound,South America,2007,0,0.0,905.885,1.954,17.362000000000002,0.0,0.0,0.0,2.383,0.0,2.895,28493.964,0.22,0.0,36.033,84.041,22.182,207.961,555.668,0.0,0.095,0.221,0.058,0.547,1.462
3774,notfound,South America,2008,0,0.0,974.014,7.521,68.12899999999999,0.0,0.0,0.0,2.535,0.0,3.049,29467.978,0.215,0.0,38.225,91.245,31.452,219.326,593.766,0.0,0.099,0.237,0.08199999999999999,0.5710000000000001,1.545
3775,notfound,South America,2009,0,0.0,960.679,-1.369,-13.335,0.0,0.0,0.0,2.474,0.0,3.053,30428.657000000007,0.211,0.0,37.962,76.844,39.321,212.96,593.592,0.0,0.098,0.198,0.101,0.5479999999999999,1.529
3776,notfound,South America,2010,0,0.0,1051.882,9.494,91.203,0.0,0.0,0.0,2.681,0.0,3.175,31480.539,0.202,0.0,40.332,96.544,36.794,239.102,639.111,0.0,0.103,0.246,0.094,0.609,1.629
3777,notfound,South America,2011,0,0.0,1064.184,1.17,12.302,0.0,0.0,0.0,2.685,0.0,3.111,32544.723,0.184,0.0,43.39100000000001,107.382,32.705,241.828,638.878,0.0,0.109,0.271,0.083,0.61,1.612
3778,notfound,South America,2012,0,0.0,1130.009,6.185,65.825,0.0,0.0,0.0,2.823,0.0,3.2510000000000003,33674.732,0.193,0.0,46.61600000000001,106.627,38.076,258.882,679.809,0.0,0.116,0.266,0.095,0.647,1.6980000000000002
3793,KOR,South Korea,2007,49035000,1520000000000.0,493.353,5.959,27.747,605.0509999999998,111.698,22.641,10.061,12.339,1.577,10064.752,0.325,0.398,24.086,213.397,0.0,71.312,184.558,0.0,0.491,4.352,0.0,1.454,3.764
3794,KOR,South Korea,2008,49182000,1490000000000.0,505.783,2.519,12.429,616.984,111.201,21.986,10.284,12.545,1.5830000000000002,10570.535,0.339,0.414,24.348000000000006,238.842,0.0,72.811,169.782,0.0,0.495,4.856,0.0,1.48,3.452
3795,KOR,South Korea,2009,49347000,1490000000000.0,506.764,0.194,0.982,556.9630000000002,50.199,9.906,10.269,11.287,1.611,11077.299,0.34,0.374,23.296,245.541,0.0,72.57300000000002,165.354,0.0,0.472,4.976,0.0,1.471,3.3510000000000004
3796,KOR,South Korea,2010,49546000,1600000000000.0,565.961,11.681,59.19600000000001,628.624,62.663,11.072,11.423,12.688,1.7080000000000002,11643.26,0.354,0.393,23.337,279.42900000000003,0.0,88.417,174.778,0.0,0.471,5.64,0.0,1.785,3.528
3797,KOR,South Korea,2011,49786000,1610000000000.0,588.404,3.965,22.443,649.371,60.967,10.361,11.819,13.043,1.72,12231.664,0.365,0.403,23.529,304.651,0.0,95.172,165.05200000000005,0.0,0.473,6.119,0.0,1.912,3.315
3798,KOR,South Korea,2012,50061000,1630000000000.0,583.632,-0.8109999999999999,-4.772,635.799,52.167,8.937999999999997,11.658,12.7,1.679,12815.296,0.358,0.39,23.494,292.261,0.0,102.933,164.94299999999996,0.0,0.469,5.837999999999999,0.0,2.056,3.295
3813,SSD,South Sudan,2007,8315000,0.0,1.173,17.476,0.175,0.0,0.0,0.0,0.141,0.0,0.004,19.947,0.0,0.0,0.0,0.0,0.0,0.0,1.173,0.0,0.0,0.0,0.0,0.0,0.141
3814,SSD,South Sudan,2008,8737000,0.0,1.239,5.6179999999999986,0.066,0.0,0.0,0.0,0.142,0.0,0.004,21.186,0.0,0.0,0.0,0.0,0.0,0.0,1.239,0.0,0.0,0.0,0.0,0.0,0.142
3815,SSD,South Sudan,2009,9142000,0.0,1.291,4.162,0.052000000000000005,0.0,0.0,0.0,0.141,0.0,0.004,22.477,0.0,0.0,0.0,0.0,0.0,0.0,1.291,0.0,0.0,0.0,0.0,0.0,0.141
3816,SSD,South Sudan,2010,9508000,0.0,1.3130000000000002,1.749,0.023,0.0,0.0,0.0,0.138,0.0,0.004,23.79,0.0,0.0,0.0,0.0,0.0,0.0,1.3130000000000002,0.0,0.0,0.0,0.0,0.0,0.138
3817,SSD,South Sudan,2011,9831000,0.0,1.281,-2.44,-0.032,0.0,0.0,0.0,0.13,0.0,0.004,25.071,0.0,0.0,0.0,0.0,0.0,0.0,1.281,0.0,0.0,0.0,0.0,0.0,0.13
3818,SSD,South Sudan,2012,10114000,0.0,1.33,3.81,0.049,0.0,0.0,0.0,0.132,0.0,0.004,26.401,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.132
3833,ESP,Spain,2007,45429000,1530000000000.0,368.43300000000005,2.178,7.854,437.551,69.118,18.76,8.11,9.632,1.177,11325.171,0.241,0.28600000000000003,16.824,84.62899999999998,2.5660000000000003,75.619,184.055,4.739,0.37,1.863,0.056,1.665,4.051
3834,ESP,Spain,2008,46069000,1560000000000.0,336.624,-8.633,-31.808000000000003,407.109,70.485,20.939,7.307,8.837,1.054,11661.796,0.21600000000000005,0.261,14.389,59.334,2.3040000000000003,82.538,173.99200000000005,4.066,0.312,1.288,0.05,1.7919999999999998,3.777
3835,ESP,Spain,2009,46584000,1550000000000.0,297.241,-11.699000000000002,-39.383,349.793,52.552,17.68,6.381,7.508999999999999,0.945,11959.037,0.192,0.226,11.402,45.081,2.257,73.68,161.839,2.982,0.245,0.968,0.048,1.582,3.474
3836,ESP,Spain,2010,46931000,1520000000000.0,283.725,-4.547,-13.515999999999998,343.052,59.327,20.91,6.046,7.31,0.856,12242.762,0.187,0.226,11.197,36.352,2.28,73.63,157.19899999999996,3.0660000000000003,0.239,0.775,0.049,1.569,3.35
3837,ESP,Spain,2011,47084000,1500000000000.0,284.5440000000001,0.289,0.8190000000000001,335.68,51.136,17.971,6.042999999999998,7.129,0.8320000000000001,12527.306,0.19,0.224,9.523,54.215,2.739,68.036,146.822,3.209,0.202,1.151,0.058,1.445,3.1180000000000003
3838,ESP,Spain,2012,47063000,1490000000000.0,278.851,-2.001,-5.693,311.219,32.369,11.608,5.925,6.613,0.802,12806.156,0.187,0.209,8.754,63.253,3.379,65.081,135.52700000000002,2.857,0.18600000000000005,1.344,0.07200000000000001,1.383,2.88
